"Time.to.resolution","year","quarter","area"
6,2017,"Q2",NA
6,2017,"Q2","D"
6,2017,"Q2","D"
6,2017,"Q2","D"
6,2017,"Q2","W"
6,2017,"Q2","W"
5,2017,"Q2","LSU"
6,2017,"Q2","W"
6,2017,"Q2","LSU"
6,2017,"Q2","N"
7,2017,"Q2","D"
0,2017,"Q2","LSU"
6,2017,"Q2","N"
8,2017,"Q2","D"
8,2017,"Q2","D"
6,2017,"Q2","D"
5,2017,"Q2","D"
3,2017,"Q2","D"
6,2017,"Q2","D"
3,2017,"Q2","LSU"
3,2017,"Q2","D"
3,2017,"Q2","W"
3,2017,"Q2","D"
3,2017,"Q2","D"
3,2017,"Q2",NA
3,2017,"Q2","D"
3,2017,"Q2",NA
3,2017,"Q2","D"
0,2017,"Q2","D"
3,2017,"Q2","N"
3,2017,"Q2","N"
3,2017,"Q2",NA
3,2017,"Q2",NA
6,2017,"Q2","W"
6,2017,"Q2","W"
3,2017,"Q2",NA
3,2017,"Q2","D"
6,2017,"Q2","D"
3,2017,"Q2","W"
3,2017,"Q2",NA
3,2017,"Q2",NA
3,2017,"Q2","D"
6,2017,"Q2","N"
3,2017,"Q2","D"
6,2017,"Q2","W"
3,2017,"Q2",NA
3,2017,"Q2","N"
7,2017,"Q2","W"
7,2017,"Q2","W"
4,2017,"Q2","D"
4,2017,"Q2","D"
4,2017,"Q2","D"
4,2017,"Q2","LSU"
4,2017,"Q2","LSU"
4,2017,"Q2","D"
4,2017,"Q2","D"
4,2017,"Q2",NA
4,2017,"Q2","D"
4,2017,"Q2","D"
4,2017,"Q2","W"
4,2017,"Q2",NA
9,2017,"Q2","D"
7,2017,"Q2","LSU"
2,2017,"Q2","LSU"
0,2017,"Q2","D"
5,2017,"Q2","W"
2,2017,"Q2","D"
2,2017,"Q2","D"
5,2017,"Q2","W"
5,2017,"Q2","N"
2,2017,"Q2","D"
2,2017,"Q2","D"
2,2017,"Q2","D"
5,2017,"Q2","D"
5,2017,"Q2","W"
2,2017,"Q2","N"
5,2017,"Q2","W"
2,2017,"Q2",NA
0,2017,"Q2","D"
3,2017,"Q2",NA
6,2017,"Q2","D"
7,2017,"Q2",NA
0,2017,"Q2","D"
6,2017,"Q2","W"
7,2017,"Q2",NA
6,2017,"Q2","W"
6,2017,"Q2","N"
6,2017,"Q2","N"
6,2017,"Q2","W"
6,2017,"Q2","LSU"
6,2017,"Q2",NA
6,2017,"Q2","D"
6,2017,"Q2","W"
8,2017,"Q2","D"
4,2017,"Q2","W"
4,2017,"Q2","D"
4,2017,"Q2","W"
4,2017,"Q2","W"
4,2017,"Q2","W"
5,2017,"Q2","LSU"
5,2017,"Q2","D"
5,2017,"Q2","N"
5,2017,"Q2","LSU"
4,2017,"Q2","W"
4,2017,"Q2","W"
7,2017,"Q2","D"
7,2017,"Q2","D"
4,2017,"Q2","N"
5,2017,"Q2","D"
5,2017,"Q2","D"
8,2017,"Q2","D"
8,2017,"Q2","N"
5,2017,"Q2","W"
5,2017,"Q2","W"
8,2017,"Q2","N"
7,2017,"Q2","D"
8,2017,"Q2","D"
7,2017,"Q2","D"
6,2017,"Q2","D"
6,2017,"Q2","D"
6,2017,"Q2","D"
6,2017,"Q2","D"
4,2017,"Q2","W"
4,2017,"Q2","D"
4,2017,"Q2",NA
4,2017,"Q2","LSU"
4,2017,"Q2",NA
6,2017,"Q2","W"
6,2017,"Q2","D"
4,2017,"Q2",NA
4,2017,"Q2","N"
4,2017,"Q2",NA
4,2017,"Q2",NA
6,2017,"Q2","D"
4,2017,"Q2","W"
4,2017,"Q2",NA
6,2017,"Q2","D"
4,2017,"Q2","W"
5,2017,"Q2","N"
7,2017,"Q2","D"
7,2017,"Q2","W"
11,2017,"Q2",NA
8,2017,"Q2",NA
6,2017,"Q2","D"
10,2017,"Q2",NA
0,2017,"Q2",NA
6,2017,"Q2",NA
5,2017,"Q2","D"
9,2017,"Q2","W"
6,2017,"Q2","W"
9,2017,"Q2",NA
6,2017,"Q2","W"
6,2017,"Q2","W"
6,2017,"Q2","W"
9,2017,"Q2","D"
6,2017,"Q2","W"
6,2017,"Q2","W"
9,2017,"Q2","D"
9,2017,"Q2","W"
6,2017,"Q2","W"
5,2017,"Q2","N"
6,2017,"Q2",NA
10,2017,"Q2","LSU"
9,2017,"Q2","N"
9,2017,"Q2","LSU"
6,2017,"Q2","W"
0,2017,"Q2","W"
10,2017,"Q2","W"
9,2017,"Q2","D"
10,2017,"Q2","W"
11,2017,"Q2","D"
0,2017,"Q2","D"
8,2017,"Q2","N"
7,2017,"Q2",NA
0,2017,"Q2","LSU"
6,2017,"Q2","N"
6,2017,"Q2","D"
3,2017,"Q2",NA
7,2017,"Q2","D"
6,2017,"Q2","W"
7,2017,"Q2","D"
6,2017,"Q2","N"
6,2017,"Q2","D"
6,2017,"Q2","W"
7,2017,"Q2","D"
6,2017,"Q2","D"
6,2017,"Q2","D"
6,2017,"Q2","D"
6,2017,"Q2","LSU"
6,2017,"Q2","LSU"
6,2017,"Q2",NA
3,2017,"Q2","W"
6,2017,"Q2","W"
6,2017,"Q2","D"
6,2017,"Q2",NA
6,2017,"Q2","D"
6,2017,"Q2",NA
6,2017,"Q2",NA
8,2017,"Q2","D"
6,2017,"Q2","D"
6,2017,"Q2","D"
6,2017,"Q2","LSU"
6,2017,"Q2","W"
7,2017,"Q2","N"
6,2017,"Q2","D"
7,2017,"Q2","D"
7,2017,"Q2","D"
7,2017,"Q2","D"
4,2017,"Q2","W"
8,2017,"Q2","D"
8,2017,"Q2","D"
8,2017,"Q2","N"
7,2017,"Q2","D"
7,2017,"Q2","W"
8,2017,"Q2","W"
7,2017,"Q2","N"
7,2017,"Q2","D"
8,2017,"Q2","LSU"
7,2017,"Q2","D"
8,2017,"Q2","W"
7,2017,"Q2","W"
7,2017,"Q2","W"
6,2017,"Q2",NA
5,2017,"Q2","D"
6,2017,"Q2","LSU"
6,2017,"Q2","N"
5,2017,"Q2","D"
6,2017,"Q2","D"
5,2017,"Q2","N"
7,2017,"Q2","W"
5,2017,"Q2","D"
7,2017,"Q2","W"
5,2017,"Q2","D"
7,2017,"Q2","W"
7,2017,"Q2","W"
7,2017,"Q2","W"
7,2017,"Q2","W"
7,2017,"Q2","W"
7,2017,"Q2","W"
2,2017,"Q2",NA
6,2017,"Q2",NA
7,2017,"Q2","W"
5,2017,"Q2","D"
7,2017,"Q2",NA
7,2017,"Q2",NA
7,2017,"Q2","W"
6,2017,"Q2",NA
6,2017,"Q2",NA
7,2017,"Q2","D"
7,2017,"Q2","W"
4,2017,"Q2","D"
5,2017,"Q2","D"
7,2017,"Q2","W"
6,2017,"Q2","W"
6,2017,"Q2","LSU"
7,2017,"Q2","W"
7,2017,"Q2","D"
5,2017,"Q2","LSU"
6,2017,"Q2","W"
5,2017,"Q2","LSU"
7,2017,"Q2",NA
6,2017,"Q2",NA
5,2017,"Q2","LSU"
6,2017,"Q2","D"
7,2017,"Q2","N"
7,2017,"Q2",NA
6,2017,"Q2","W"
6,2017,"Q2","W"
9,2017,"Q2","W"
7,2017,"Q2","N"
9,2017,"Q2","D"
6,2017,"Q2","D"
7,2017,"Q2","D"
6,2017,"Q2","D"
4,2017,"Q2","LSU"
5,2017,"Q2","D"
7,2017,"Q2","D"
5,2017,"Q2","LSU"
7,2017,"Q2","D"
4,2017,"Q2","LSU"
6,2017,"Q2","D"
5,2017,"Q2",NA
5,2017,"Q2",NA
7,2017,"Q2","W"
5,2017,"Q2","N"
5,2017,"Q2",NA
6,2017,"Q2","N"
6,2017,"Q2","D"
8,2017,"Q2","LSU"
10,2017,"Q2",NA
8,2017,"Q2","N"
10,2017,"Q2","LSU"
8,2017,"Q2","D"
8,2017,"Q2","D"
10,2017,"Q2",NA
7,2017,"Q2","D"
9,2017,"Q2",NA
6,2017,"Q2","D"
5,2017,"Q2","D"
9,2017,"Q2",NA
6,2017,"Q2","W"
9,2017,"Q2",NA
6,2017,"Q2","N"
9,2017,"Q2","W"
9,2017,"Q2","W"
6,2017,"Q2","W"
9,2017,"Q2","W"
9,2017,"Q2","W"
6,2017,"Q2","W"
9,2017,"Q2",NA
9,2017,"Q2","W"
9,2017,"Q2","W"
9,2017,"Q2",NA
7,2017,"Q2","D"
2,2017,"Q2","W"
9,2017,"Q2","LSU"
7,2017,"Q2","D"
11,2017,"Q2","W"
11,2017,"Q2","W"
9,2017,"Q2","W"
11,2017,"Q2","W"
9,2017,"Q2",NA
6,2017,"Q2","N"
5,2017,"Q2","D"
10,2017,"Q2","W"
0,2017,"Q2","LSU"
3,2017,"Q2","D"
6,2017,"Q2","W"
7,2017,"Q2",NA
3,2017,"Q2","D"
6,2017,"Q2","W"
3,2017,"Q2","D"
6,2017,"Q2",NA
6,2017,"Q2",NA
7,2017,"Q2","W"
6,2017,"Q2","W"
7,2017,"Q2","W"
7,2017,"Q2",NA
3,2017,"Q2","D"
3,2017,"Q2","D"
3,2017,"Q2","D"
3,2017,"Q2","N"
6,2017,"Q2","N"
7,2017,"Q2","W"
6,2017,"Q2","W"
7,2017,"Q2",NA
0,2017,"Q2",NA
10,2017,"Q2","W"
8,2017,"Q2","W"
8,2017,"Q2","W"
7,2017,"Q2","D"
7,2017,"Q2","LSU"
8,2017,"Q2","W"
6,2017,"Q2","W"
6,2017,"Q2","W"
6,2017,"Q2","W"
6,2017,"Q2","D"
6,2017,"Q2","D"
6,2017,"Q2","D"
6,2017,"Q2","W"
7,2017,"Q2","D"
8,2017,"Q2","N"
6,2017,"Q2","W"
6,2017,"Q2","W"
6,2017,"Q2",NA
9,2017,"Q2","W"
0,2017,"Q2",NA
0,2017,"Q2",NA
9,2017,"Q2",NA
8,2017,"Q2","D"
9,2017,"Q2","W"
9,2017,"Q2","W"
9,2017,"Q2","D"
8,2017,"Q2",NA
7,2017,"Q2","W"
7,2017,"Q2","D"
7,2017,"Q2","W"
7,2017,"Q2",NA
6,2017,"Q2","D"
7,2017,"Q2","D"
7,2017,"Q2",NA
6,2017,"Q2","D"
7,2017,"Q2","W"
7,2017,"Q2","N"
7,2017,"Q2","N"
7,2017,"Q2","D"
9,2017,"Q2","D"
7,2017,"Q2","D"
9,2017,"Q2","D"
9,2017,"Q2","D"
9,2017,"Q2","D"
7,2017,"Q2",NA
9,2017,"Q2","D"
9,2017,"Q2","W"
8,2017,"Q2","N"
7,2017,"Q2","LSU"
7,2017,"Q2","LSU"
6,2017,"Q2",NA
7,2017,"Q2","D"
6,2017,"Q2","D"
5,2017,"Q2","D"
6,2017,"Q2",NA
7,2017,"Q2","N"
8,2017,"Q2","D"
7,2017,"Q2",NA
8,2017,"Q2","W"
11,2017,"Q2","W"
11,2017,"Q2","D"
11,2017,"Q2","D"
11,2017,"Q2","LSU"
12,2017,"Q2","D"
9,2017,"Q2",NA
9,2017,"Q2",NA
9,2017,"Q2","D"
9,2017,"Q2","D"
9,2017,"Q2","D"
9,2017,"Q2","D"
9,2017,"Q2",NA
16,2017,"Q2","N"
9,2017,"Q2","W"
9,2017,"Q2",NA
9,2017,"Q2",NA
9,2017,"Q2","LSU"
10,2017,"Q2","LSU"
10,2017,"Q2","D"
11,2017,"Q2","LSU"
0,2017,"Q2","LSU"
6,2017,"Q2",NA
6,2017,"Q2","W"
6,2017,"Q2","N"
7,2017,"Q2","D"
6,2017,"Q2","D"
6,2017,"Q2","W"
7,2017,"Q2","W"
7,2017,"Q2","D"
6,2017,"Q2","N"
6,2017,"Q2","N"
7,2017,"Q2","W"
7,2017,"Q2","D"
7,2017,"Q2","D"
6,2017,"Q2",NA
7,2017,"Q2","N"
6,2017,"Q2","LSU"
6,2017,"Q2","LSU"
6,2017,"Q2",NA
7,2017,"Q2","LSU"
7,2017,"Q2","W"
8,2017,"Q2","W"
8,2017,"Q2","W"
8,2017,"Q2","W"
8,2017,"Q2","D"
8,2017,"Q2","LSU"
8,2017,"Q2",NA
8,2017,"Q2","D"
8,2017,"Q2","LSU"
6,2017,"Q2","D"
6,2017,"Q2","W"
6,2017,"Q2","D"
6,2017,"Q2",NA
6,2017,"Q2","LSU"
6,2017,"Q2","D"
6,2017,"Q2",NA
7,2017,"Q2","LSU"
6,2017,"Q2","W"
6,2017,"Q2","W"
6,2017,"Q2","D"
12,2017,"Q2","LSU"
6,2017,"Q2","W"
16,2017,"Q2","D"
7,2017,"Q2","D"
7,2017,"Q2","D"
6,2017,"Q2","D"
7,2017,"Q2","D"
6,2017,"Q2","D"
6,2017,"Q2","D"
8,2017,"Q2","D"
8,2017,"Q2","W"
7,2017,"Q2","W"
7,2017,"Q2","N"
61,2017,"Q2","D"
0,2017,"Q2","D"
7,2017,"Q2",NA
7,2017,"Q2","W"
7,2017,"Q2","W"
7,2017,"Q2","D"
7,2017,"Q2","W"
7,2017,"Q2","D"
11,2017,"Q2","D"
7,2017,"Q2","D"
7,2017,"Q2","W"
7,2017,"Q2","N"
7,2017,"Q2","LSU"
7,2017,"Q2","D"
8,2017,"Q2","N"
8,2017,"Q2","LSU"
12,2017,"Q2","D"
12,2017,"Q2","N"
12,2017,"Q2","D"
10,2017,"Q2","D"
6,2017,"Q2","W"
10,2017,"Q2","D"
10,2017,"Q2","D"
10,2017,"Q2","D"
10,2017,"Q2","D"
10,2017,"Q2","W"
6,2017,"Q2","N"
10,2017,"Q2","N"
10,2017,"Q2","D"
7,2017,"Q2","W"
11,2017,"Q2","LSU"
7,2017,"Q2","N"
11,2017,"Q2","D"
9,2017,"Q2","D"
9,2017,"Q2","W"
9,2017,"Q2","W"
9,2017,"Q2","W"
9,2017,"Q2","D"
0,2017,"Q2","N"
9,2017,"Q2","W"
9,2017,"Q2","W"
9,2017,"Q2","W"
9,2017,"Q2","D"
9,2017,"Q2","W"
9,2017,"Q2","LSU"
9,2017,"Q2",NA
9,2017,"Q2",NA
9,2017,"Q2","N"
17,2017,"Q2","D"
10,2017,"Q2","W"
11,2017,"Q2",NA
10,2017,"Q2",NA
7,2017,"Q2","LSU"
6,2017,"Q2","D"
6,2017,"Q2","D"
6,2017,"Q2","D"
6,2017,"Q2","D"
7,2017,"Q2","W"
6,2017,"Q2","W"
7,2017,"Q2","D"
6,2017,"Q2",NA
6,2017,"Q2",NA
6,2017,"Q2",NA
8,2017,"Q2","LSU"
7,2017,"Q2","N"
6,2017,"Q2","D"
9,2017,"Q2",NA
7,2017,"Q2",NA
7,2017,"Q2","W"
6,2017,"Q2","LSU"
7,2017,"Q2","D"
16,2017,"Q2","LSU"
7,2017,"Q2","D"
8,2017,"Q2","D"
7,2017,"Q2","W"
7,2017,"Q2",NA
9,2017,"Q2","W"
8,2017,"Q2","LSU"
9,2017,"Q2","W"
7,2017,"Q2",NA
7,2017,"Q2","W"
7,2017,"Q2","W"
7,2017,"Q2","W"
7,2017,"Q2","D"
7,2017,"Q2","D"
6,2017,"Q2","W"
7,2017,"Q2","D"
7,2017,"Q2","D"
7,2017,"Q2","W"
7,2017,"Q2","D"
6,2017,"Q2","D"
6,2017,"Q2","W"
6,2017,"Q2","LSU"
7,2017,"Q2","D"
6,2017,"Q2","W"
8,2017,"Q2","W"
9,2017,"Q2","D"
8,2017,"Q2","W"
8,2017,"Q2","D"
7,2017,"Q2","W"
8,2017,"Q2","D"
14,2017,"Q2","D"
6,2017,"Q2","W"
6,2017,"Q2","W"
7,2017,"Q2","D"
7,2017,"Q2","D"
6,2017,"Q2","LSU"
6,2017,"Q2",NA
6,2017,"Q2","W"
7,2017,"Q2","D"
7,2017,"Q2","W"
7,2017,"Q2","D"
8,2017,"Q2","W"
7,2017,"Q2","D"
9,2017,"Q2","LSU"
6,2017,"Q2",NA
8,2017,"Q2","N"
6,2017,"Q2","D"
6,2017,"Q2","D"
6,2017,"Q2","D"
5,2017,"Q2",NA
6,2017,"Q2","N"
5,2017,"Q2",NA
6,2017,"Q2","D"
6,2017,"Q2","N"
7,2017,"Q2","LSU"
5,2017,"Q2","W"
6,2017,"Q2","D"
6,2017,"Q2","D"
7,2017,"Q2","LSU"
5,2017,"Q2",NA
5,2017,"Q2",NA
5,2017,"Q2","W"
8,2017,"Q2","LSU"
7,2017,"Q2","D"
8,2017,"Q2",NA
10,2017,"Q2","W"
10,2017,"Q2","D"
6,2017,"Q2","W"
6,2017,"Q2","W"
6,2017,"Q2","LSU"
6,2017,"Q2","D"
6,2017,"Q2","LSU"
6,2017,"Q2",NA
10,2017,"Q2","W"
6,2017,"Q2","LSU"
6,2017,"Q2","D"
7,2017,"Q2","D"
7,2017,"Q2",NA
11,2017,"Q2","N"
10,2017,"Q2","D"
10,2017,"Q2","W"
5,2017,"Q2","D"
3,2017,"Q2","LSU"
7,2017,"Q2","N"
7,2017,"Q2",NA
3,2017,"Q2",NA
7,2017,"Q2","D"
7,2017,"Q2","N"
3,2017,"Q2",NA
7,2017,"Q2","N"
7,2017,"Q2","N"
7,2017,"Q2","D"
7,2017,"Q2","W"
7,2017,"Q2","D"
3,2017,"Q2",NA
3,2017,"Q2",NA
7,2017,"Q2","N"
7,2017,"Q2","D"
3,2017,"Q2","LSU"
3,2017,"Q2",NA
3,2017,"Q2","LSU"
3,2017,"Q2","D"
7,2017,"Q2","D"
3,2017,"Q2","LSU"
7,2017,"Q2","W"
7,2017,"Q2","W"
7,2017,"Q2","W"
3,2017,"Q2",NA
3,2017,"Q2","W"
3,2017,"Q2","LSU"
0,2017,"Q2",NA
7,2017,"Q2",NA
8,2017,"Q2","D"
4,2017,"Q2",NA
4,2017,"Q2","LSU"
8,2017,"Q2","W"
9,2017,"Q2","LSU"
9,2017,"Q2","W"
8,2017,"Q2","D"
8,2017,"Q2","W"
9,2017,"Q2","LSU"
9,2017,"Q2","LSU"
8,2017,"Q2","LSU"
6,2017,"Q2","D"
6,2017,"Q2","W"
7,2017,"Q2","W"
6,2017,"Q2","N"
7,2017,"Q2","W"
6,2017,"Q2","W"
6,2017,"Q2","W"
6,2017,"Q2","D"
7,2017,"Q2",NA
8,2017,"Q2","W"
6,2017,"Q2","W"
7,2017,"Q2","W"
6,2017,"Q2","N"
6,2017,"Q2","N"
6,2017,"Q2","N"
6,2017,"Q2","N"
6,2017,"Q2","W"
7,2017,"Q2","LSU"
7,2017,"Q2","LSU"
6,2017,"Q2",NA
6,2017,"Q2","D"
0,2017,"Q2","D"
7,2017,"Q2",NA
7,2017,"Q2","W"
7,2017,"Q2","W"
8,2017,"Q2",NA
8,2017,"Q2","LSU"
9,2017,"Q2","LSU"
8,2017,"Q2","D"
8,2017,"Q2","D"
7,2017,"Q2","D"
7,2017,"Q2","W"
9,2017,"Q2",NA
5,2017,"Q2","W"
5,2017,"Q2","N"
6,2017,"Q2","D"
5,2017,"Q2","D"
6,2017,"Q2","W"
5,2017,"Q2","N"
7,2017,"Q2",NA
5,2017,"Q2","N"
5,2017,"Q2","N"
13,2017,"Q2","D"
6,2017,"Q2","D"
5,2017,"Q2","N"
5,2017,"Q2","D"
6,2017,"Q2","W"
5,2017,"Q2","W"
7,2017,"Q2","D"
7,2017,"Q2","W"
8,2017,"Q2","W"
8,2017,"Q2","W"
8,2017,"Q2","W"
7,2017,"Q2","D"
4,2017,"Q2","N"
26,2017,"Q2","D"
6,2017,"Q2","D"
6,2017,"Q2","D"
6,2017,"Q2","N"
6,2017,"Q2","D"
6,2017,"Q2",NA
6,2017,"Q2","LSU"
6,2017,"Q2",NA
7,2017,"Q2",NA
1,2017,"Q2",NA
7,2017,"Q2","LSU"
8,2017,"Q2","LSU"
7,2017,"Q2","N"
5,2017,"Q2","W"
5,2017,"Q2",NA
5,2017,"Q2","D"
5,2017,"Q2","W"
5,2017,"Q2","D"
5,2017,"Q2","W"
5,2017,"Q2","W"
5,2017,"Q2","W"
5,2017,"Q2","W"
5,2017,"Q2","LSU"
5,2017,"Q2",NA
6,2017,"Q2","W"
7,2017,"Q2","D"
10,2017,"Q2","LSU"
6,2017,"Q2","W"
3,2017,"Q2","D"
2,2017,"Q2","LSU"
2,2017,"Q2",NA
5,2017,"Q2","LSU"
2,2017,"Q2","LSU"
2,2017,"Q2",NA
2,2017,"Q2","D"
2,2017,"Q2",NA
2,2017,"Q2","LSU"
2,2017,"Q2",NA
2,2017,"Q2","D"
2,2017,"Q2",NA
2,2017,"Q2","W"
2,2017,"Q2","D"
2,2017,"Q2",NA
2,2017,"Q2","LSU"
2,2017,"Q2","W"
2,2017,"Q2","D"
5,2017,"Q2","D"
5,2017,"Q2","D"
2,2017,"Q2","LSU"
2,2017,"Q2","W"
2,2017,"Q2","W"
2,2017,"Q2",NA
5,2017,"Q2",NA
5,2017,"Q2","D"
5,2017,"Q2","LSU"
2,2017,"Q2","D"
5,2017,"Q2","LSU"
2,2017,"Q2","LSU"
2,2017,"Q2","W"
2,2017,"Q2","D"
3,2017,"Q2","W"
3,2017,"Q2","W"
3,2017,"Q2","W"
3,2017,"Q2","W"
6,2017,"Q2","D"
6,2017,"Q2","D"
6,2017,"Q2","D"
6,2017,"Q2","W"
6,2017,"Q2","W"
5,2017,"Q2","N"
6,2017,"Q2","W"
5,2017,"Q2","N"
6,2017,"Q2","W"
6,2017,"Q2",NA
6,2017,"Q2","N"
5,2017,"Q2","D"
6,2017,"Q2","LSU"
4,2017,"Q2","W"
1,2017,"Q2",NA
1,2017,"Q2","W"
4,2017,"Q2","D"
4,2017,"Q2","W"
4,2017,"Q2","LSU"
1,2017,"Q2","D"
4,2017,"Q2","W"
4,2017,"Q2","D"
1,2017,"Q2","D"
1,2017,"Q2",NA
4,2017,"Q2","D"
4,2017,"Q2","N"
4,2017,"Q2","D"
1,2017,"Q2","D"
4,2017,"Q2","W"
1,2017,"Q2","D"
5,2017,"Q2","D"
5,2017,"Q2","D"
6,2017,"Q2","W"
6,2017,"Q2","W"
5,2017,"Q2","W"
5,2017,"Q2","D"
5,2017,"Q2","LSU"
4,2017,"Q2",NA
4,2017,"Q2",NA
4,2017,"Q2",NA
4,2017,"Q2",NA
4,2017,"Q2","W"
4,2017,"Q2",NA
4,2017,"Q2","LSU"
4,2017,"Q2","W"
4,2017,"Q2","LSU"
4,2017,"Q2",NA
4,2017,"Q2","W"
5,2017,"Q2","N"
4,2017,"Q2","D"
5,2017,"Q2","D"
4,2017,"Q2",NA
4,2017,"Q2",NA
5,2017,"Q2","D"
4,2017,"Q2","W"
5,2017,"Q2","D"
5,2017,"Q2","W"
5,2017,"Q2","LSU"
6,2017,"Q2","W"
5,2017,"Q2","D"
4,2017,"Q2",NA
3,2017,"Q2","D"
3,2017,"Q2",NA
3,2017,"Q2",NA
3,2017,"Q2","W"
3,2017,"Q2","W"
3,2017,"Q2","LSU"
4,2017,"Q2","D"
4,2017,"Q2","W"
3,2017,"Q2",NA
4,2017,"Q2","D"
3,2017,"Q2","W"
3,2017,"Q2",NA
4,2017,"Q2","LSU"
3,2017,"Q2","W"
3,2017,"Q2","LSU"
3,2017,"Q2","LSU"
3,2017,"Q2","D"
3,2017,"Q2","D"
4,2017,"Q2","W"
10,2017,"Q2",NA
10,2017,"Q2","W"
5,2017,"Q2","D"
5,2017,"Q2","LSU"
18,2017,"Q2","W"
2,2017,"Q2","N"
1,2017,"Q2",NA
6,2017,"Q2",NA
2,2017,"Q2","N"
6,2017,"Q2","W"
2,2017,"Q2","N"
2,2017,"Q2",NA
6,2017,"Q2","N"
2,2017,"Q2","D"
1,2017,"Q2","D"
2,2017,"Q2","N"
2,2017,"Q2","N"
1,2017,"Q2","LSU"
1,2017,"Q2","LSU"
6,2017,"Q2",NA
1,2017,"Q2","LSU"
1,2017,"Q2","LSU"
1,2017,"Q2",NA
6,2017,"Q2","W"
0,2017,"Q2","N"
1,2017,"Q2","LSU"
6,2017,"Q2",NA
2,2017,"Q2","N"
6,2017,"Q2","LSU"
6,2017,"Q2",NA
1,2017,"Q2","LSU"
0,2017,"Q2",NA
1,2017,"Q2","LSU"
6,2017,"Q2","N"
6,2017,"Q2","W"
6,2017,"Q2","N"
1,2017,"Q2","D"
2,2017,"Q2","LSU"
7,2017,"Q2","W"
2,2017,"Q2","D"
2,2017,"Q2","D"
2,2017,"Q2","N"
1,2017,"Q2","LSU"
1,2017,"Q2",NA
1,2017,"Q2","D"
5,2017,"Q2","W"
1,2017,"Q2",NA
5,2017,"Q2","N"
5,2017,"Q2",NA
1,2017,"Q2","LSU"
1,2017,"Q2",NA
1,2017,"Q2","LSU"
1,2017,"Q2","W"
1,2017,"Q2","D"
5,2017,"Q2","W"
1,2017,"Q2","D"
1,2017,"Q2","D"
1,2017,"Q2","D"
1,2017,"Q2",NA
6,2017,"Q2","W"
6,2017,"Q2","LSU"
6,2017,"Q2","LSU"
6,2017,"Q2","W"
6,2017,"Q2","D"
4,2017,"Q2","D"
5,2017,"Q2","D"
4,2017,"Q2","N"
5,2017,"Q2","D"
4,2017,"Q2","D"
5,2017,"Q2","LSU"
4,2017,"Q2","D"
4,2017,"Q2",NA
4,2017,"Q2","W"
4,2017,"Q2","D"
4,2017,"Q2","W"
4,2017,"Q2","D"
4,2017,"Q2","N"
4,2017,"Q2","W"
4,2017,"Q2","LSU"
4,2017,"Q2","N"
4,2017,"Q2","N"
4,2017,"Q2","N"
4,2017,"Q2",NA
4,2017,"Q2","D"
4,2017,"Q2",NA
4,2017,"Q2",NA
5,2017,"Q2",NA
7,2017,"Q2",NA
5,2017,"Q2","LSU"
5,2017,"Q2","D"
28,2017,"Q2","LSU"
13,2017,"Q2","D"
5,2017,"Q2","N"
5,2017,"Q2","D"
5,2017,"Q2","N"
5,2017,"Q2","N"
5,2017,"Q2","D"
6,2017,"Q2","W"
5,2017,"Q2","LSU"
5,2017,"Q2","LSU"
6,2017,"Q2","LSU"
5,2017,"Q2","W"
5,2017,"Q2","D"
6,2017,"Q2","W"
7,2017,"Q2",NA
6,2017,"Q2",NA
0,2017,"Q2","LSU"
6,2017,"Q2",NA
4,2017,"Q2","W"
5,2017,"Q2","W"
4,2017,"Q2","D"
4,2017,"Q2","LSU"
4,2017,"Q2",NA
5,2017,"Q2",NA
5,2017,"Q2","W"
5,2017,"Q2",NA
5,2017,"Q2",NA
5,2017,"Q2","W"
4,2017,"Q2","W"
5,2017,"Q2","W"
5,2017,"Q2","W"
5,2017,"Q2","W"
5,2017,"Q2","W"
5,2017,"Q2","N"
4,2017,"Q2","N"
4,2017,"Q2","D"
4,2017,"Q2","D"
5,2017,"Q2","LSU"
6,2017,"Q2","D"
12,2017,"Q2","N"
12,2017,"Q2","W"
12,2017,"Q2",NA
3,2017,"Q2","N"
3,2017,"Q2","N"
4,2017,"Q2","N"
0,2017,"Q2","W"
9,2017,"Q2","W"
9,2017,"Q2","N"
2,2017,"Q2",NA
2,2017,"Q2",NA
9,2017,"Q2",NA
9,2017,"Q2","W"
9,2017,"Q2","N"
9,2017,"Q2","W"
9,2017,"Q2","D"
9,2017,"Q2","N"
2,2017,"Q2",NA
9,2017,"Q2",NA
2,2017,"Q2",NA
2,2017,"Q2","D"
9,2017,"Q2",NA
2,2017,"Q2","D"
9,2017,"Q2","W"
2,2017,"Q2","D"
2,2017,"Q2","D"
9,2017,"Q2","D"
2,2017,"Q2","D"
9,2017,"Q2","W"
9,2017,"Q2","W"
9,2017,"Q2","W"
2,2017,"Q2",NA
2,2017,"Q2","D"
10,2017,"Q2","W"
3,2017,"Q2","W"
10,2017,"Q2","N"
9,2017,"Q2","D"
9,2017,"Q2","LSU"
9,2017,"Q2","D"
8,2017,"Q2","LSU"
8,2017,"Q2","W"
8,2017,"Q2","LSU"
8,2017,"Q2","LSU"
8,2017,"Q2","W"
8,2017,"Q2",NA
8,2017,"Q2","D"
8,2017,"Q2","LSU"
8,2017,"Q2",NA
0,2017,"Q2","D"
9,2017,"Q2","W"
8,2017,"Q2","D"
9,2017,"Q2","N"
9,2017,"Q2","W"
8,2017,"Q2","D"
